,head1,head2,head3
280,5.5683,24.54720565246823,496.25800000000004
281,6.7081,16.4825,469.222
282,6.1876,23.2785,484.532
283,5.9510000000000005,32.21321878608522,471.62699999999995
284,7.1514000000000015,21.876,495.394
285,5.7554,15.219112351879922,502.42
286,10.267903079163064,15.8515,485.184
287,7.0536,27.43785570597233,487.57099999999997
288,5.6603,16.8585,493.139
289,6.3003,24.3935,517.636
290,6.7726,19.255000000000006,487.392
291,11.4372,17.075,488.574
292,5.601,22.7335,469.334
293,7.8989,22.327,481.105
294,5.8576,17.052500000000002,518.136
295,5.6560000000000015,24.773000000000003,512.1619999999999
296,5.9461,17.4615,585.308
297,5.7315000000000005,22.2145,477.82
298,12.1025,15.575,485.023
299,5.464,28.70990315816663,483.829
300,5.4644,20.9995,523.168
301,5.9455,17.025,523.2909999999998
302,5.9076,19.608,513.803
303,5.561,30.350149064864816,506.76599999999996
304,6.1401,15.163753309393268,519.597
305,5.5671,27.801460741366743,489.92
306,6.1473,26.236797071300035,559.604
307,5.9004,21.483,471.972
308,6.1835,17.5405,555.045
309,6.1236,24.884500000000006,577.9590000000002
310,6.0491,17.566,536.739
311,5.9229,21.505000000000006,490.934
312,6.0251,16.5875,519.038
313,5.612,46.63487003121798,512.8580000000001
314,5.8585,22.223000000000003,537.1469999999999
315,6.7882,16.597,483.69699999999995
316,5.6633,17.225,504.773
317,6.8748000000000005,26.69566946377741,518.194
318,6.4096,21.355,527.211
319,6.5359,21.5265,476.67400000000004
320,5.644,24.725225526236486,518.607
321,5.7808,17.7685,474.12199999999996
322,5.7247,19.9095,499.30400000000003
323,5.574,27.84675888550532,535.17
324,5.6373,19.61,487.26
325,5.8607000000000005,20.7095,483.73199999999997
326,5.6168,21.4675,485.964
327,5.8402,22.434,505.54400000000004
328,5.6537000000000015,21.646500000000003,482.98800000000006
329,5.4644,20.97,465.471
330,6.1016,15.976,483.163
331,5.5414,29.64458720793516,477.082
332,5.5511,29.455279058553128,486.085
333,5.7410000000000005,21.293000000000003,496.814
334,5.5698,24.291,474.476
335,5.7206,19.9065,501.81199999999995
336,6.6266,17.7065,495.52
337,6.0906,24.501,530.2139999999998
338,6.162000000000001,24.478,520.702
339,10.229221878369898,21.94,524.273
340,10.119327930261953,18.4295,496.772
341,5.5302,22.6975,500.659
342,6.2422,17.317999999999998,481.727
343,6.1119,20.267000000000003,478.425
344,7.980500619316999,16.787,510.537
345,5.6968,16.747999999999998,501.309
346,5.5667,21.058000000000003,494.499
347,5.6356,24.9595,519.808
348,6.1309000000000005,17.559,526.045
349,6.6883,27.987973002040626,469.704
350,5.6386,23.671999999999997,494.43699999999995
351,6.2646,22.223000000000003,526.6610000000002
352,6.1127,19.344,528.8530000000001
353,7.850612078446377,21.94,479.60400000000004
354,6.0682,21.609,529.327
355,6.0884,30.208307920965733,479.535
356,5.9665,21.733,519.706
357,6.2523,27.376846875133964,515.436
358,7.0520000000000005,22.9535,512.9970000000002
359,5.8905,21.726999999999997,484.36699999999996
360,5.9445,29.47492632905813,471.49800000000005
361,5.799799999999999,15.232999999999999,489.157
362,6.1067,15.6415,514.643
363,5.4543,21.4145,507.048
364,6.1663,26.481443100761748,504.36699999999996
365,5.9941,22.6775,505.94300000000004
366,5.4434000000000005,20.936,504.588
367,6.3725000000000005,20.076,517.52
368,5.9973,19.67,532.198
369,5.7525,17.131,503.00199999999995
370,5.9681,21.3605,483.213
371,6.1306,24.689,528.788
372,6.839,19.561,497.66
373,6.1513,15.9895,532.455
374,6.5546,19.209,491.82
375,6.1385831710000005,22.0005,472.333
376,6.1976,22.0415,475.31300000000005
377,6.0595,17.646,467.043
378,10.302993252282796,21.835,496.189
379,5.4479,23.006,497.69199999999995
380,6.1345,16.019000000000002,473.481
381,5.754,17.547,511.25
382,6.2157,22.976,543.47
383,5.7877,21.3785,493.091
384,5.8325,24.754000000000005,503.608
385,5.7127,18.184,477.124
386,5.6611,18.8635,492.72900000000004
387,6.7172,23.5565,473.473
388,6.4773,20.53,484.556
389,6.6744,16.668,490.241
390,6.1394,15.118478321074269,551.927
391,5.8865,15.7385,524.982
392,5.5246,18.39,483.965
393,6.0607,47.276529630531314,541.84
394,6.5668,22.607,477.315
395,6.198,15.7175,497.343
396,5.6414,21.1835,513.9110000000002
397,8.129357146880858,22.055,485.82800000000003
398,7.809381557773485,24.6,478.74
399,5.5495,30.064029932540496,522.88
400,5.5739,21.743,463.587
401,6.1823,24.4275,472.155
402,5.9382,33.1629525009525,474.787
403,5.5195,16.868,557.4739999999998
404,5.6752,22.611,481.95099999999996
405,5.433,21.585,479.30400000000003
406,5.5743,20.5145,549.778
407,5.6386,30.365071335871853,474.539
408,6.604,19.8895,487.79699999999997
409,6.1123,15.6375,499.351
